Sample	Population code	Population	Superpopulation code	Superpopulation	Source	Latitude	Longitude	Region	Sample Alias	Country	Town	Single_Ancestry
HG02374	CDX	Dai Chinese	EAS	East Asian	1kG	22.000302	100.79837	"Xishuangbanna, Yunnan, China"				1
HG02375	CDX	Dai Chinese	EAS	East Asian	1kG	22.000302	100.79837	"Xishuangbanna, Yunnan, China"				1
HG02379	CDX	Dai Chinese	EAS	East Asian	1kG	22.000302	100.79837	"Xishuangbanna, Yunnan, China"				1
HG02380	CDX	Dai Chinese	EAS	East Asian	1kG	22.000302	100.79837	"Xishuangbanna, Yunnan, China"				1
HG02382	CDX	Dai Chinese	EAS	East Asian	1kG	22.000302	100.79837	"Xishuangbanna, Yunnan, China"				1
HG02383	CDX	Dai Chinese	EAS	East Asian	1kG	22.000302	100.79837	"Xishuangbanna, Yunnan, China"				1
HG02384	CDX	Dai Chinese	EAS	East Asian	1kG	22.000302	100.79837	"Xishuangbanna, Yunnan, China"				1
HG02385	CDX	Dai Chinese	EAS	East Asian	1kG	22.000302	100.79837	"Xishuangbanna, Yunnan, China"				1
HG02386	CDX	Dai Chinese	EAS	East Asian	1kG	22.000302	100.79837	"Xishuangbanna, Yunnan, China"				1
HG02389	CDX	Dai Chinese	EAS	East Asian	1kG	22.000302	100.79837	"Xishuangbanna, Yunnan, China"				1
HG02390	CDX	Dai Chinese	EAS	East Asian	1kG	22.000302	100.79837	"Xishuangbanna, Yunnan, China"				1
HG02391	CDX	Dai Chinese	EAS	East Asian	1kG	22.000302	100.79837	"Xishuangbanna, Yunnan, China"				1
HG02392	CDX	Dai Chinese	EAS	East Asian	1kG	22.000302	100.79837	"Xishuangbanna, Yunnan, China"				1
HG02394	CDX	Dai Chinese	EAS	East Asian	1kG	22.000302	100.79837	"Xishuangbanna, Yunnan, China"				1
HG02395	CDX	Dai Chinese	EAS	East Asian	1kG	22.000302	100.79837	"Xishuangbanna, Yunnan, China"				1
HG02396	CDX	Dai Chinese	EAS	East Asian	1kG	22.000302	100.79837	"Xishuangbanna, Yunnan, China"				1
HG02397	CDX	Dai Chinese	EAS	East Asian	1kG	22.000302	100.79837	"Xishuangbanna, Yunnan, China"				1
HG02398	CDX	Dai Chinese	EAS	East Asian	1kG	22.000302	100.79837	"Xishuangbanna, Yunnan, China"				1
HG02399	CDX	Dai Chinese	EAS	East Asian	1kG	22.000302	100.79837	"Xishuangbanna, Yunnan, China"				1
HG02401	CDX	Dai Chinese	EAS	East Asian	1kG	22.000302	100.79837	"Xishuangbanna, Yunnan, China"				1
HG02402	CDX	Dai Chinese	EAS	East Asian	1kG	22.000302	100.79837	"Xishuangbanna, Yunnan, China"				1
HG02406	CDX	Dai Chinese	EAS	East Asian	1kG	22.000302	100.79837	"Xishuangbanna, Yunnan, China"				1
HG02407	CDX	Dai Chinese	EAS	East Asian	1kG	22.000302	100.79837	"Xishuangbanna, Yunnan, China"				1
HG02408	CDX	Dai Chinese	EAS	East Asian	1kG	22.000302	100.79837	"Xishuangbanna, Yunnan, China"				1
HG02409	CDX	Dai Chinese	EAS	East Asian	1kG	22.000302	100.79837	"Xishuangbanna, Yunnan, China"				1
HG02410	CDX	Dai Chinese	EAS	East Asian	1kG	22.000302	100.79837	"Xishuangbanna, Yunnan, China"				1
HG02419	ACB	African-Caribbean	AFR	African	1kG	13.18145428	-59.559797	Barbados				0
HG02420	ACB	African-Caribbean	AFR	African	1kG	13.18145428	-59.559797	Barbados				0
HG02425	PEL	Peruvian	AMR	American	1kG	-12.05	-77.033333	"Lima-Callao, Peru, metropolitan area"				0
HG02427	ACB	African-Caribbean	AFR	African	1kG	13.18145428	-59.559797	Barbados				0
HG02429	ACB	African-Caribbean	AFR	African	1kG	13.18145428	-59.559797	Barbados				0
HG02433	ACB	African-Caribbean	AFR	African	1kG	13.18145428	-59.559797	Barbados				0
HG02439	ACB	African-Caribbean	AFR	African	1kG	13.18145428	-59.559797	Barbados				0
HG02442	ACB	African-Caribbean	AFR	African	1kG	13.18145428	-59.559797	Barbados				0
HG02445	ACB	African-Caribbean	AFR	African	1kG	13.18145428	-59.559797	Barbados				0
HG02449	ACB	African-Caribbean	AFR	African	1kG	13.18145428	-59.559797	Barbados				0
HG02450	ACB	African-Caribbean	AFR	African	1kG	13.18145428	-59.559797	Barbados				0
HG02455	ACB	African-Caribbean	AFR	African	1kG	13.18145428	-59.559797	Barbados				0
HG02461	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02462	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02464	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia	LP6005442-DNA_G10	Gambia	Western District	1
HG02465	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02470	ACB	African-Caribbean	AFR	African	1kG	13.18145428	-59.559797	Barbados				0
HG02471	ACB	African-Caribbean	AFR	African	1kG	13.18145428	-59.559797	Barbados				0
HG02476	ACB	African-Caribbean	AFR	African	1kG	13.18145428	-59.559797	Barbados				0
HG02477	ACB	African-Caribbean	AFR	African	1kG	13.18145428	-59.559797	Barbados				0
HG02479	ACB	African-Caribbean	AFR	African	1kG	13.18145428	-59.559797	Barbados				0
HG02481	ACB	African-Caribbean	AFR	African	1kG	13.18145428	-59.559797	Barbados				0
HG02484	ACB	African-Caribbean	AFR	African	1kG	13.18145428	-59.559797	Barbados				0
HG02485	ACB	African-Caribbean	AFR	African	1kG	13.18145428	-59.559797	Barbados				0
HG02489	ACB	African-Caribbean	AFR	African	1kG	13.18145428	-59.559797	Barbados				0
HG02490	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG02491	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG02493	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG02494	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"	LP6005592-DNA_A04	Pakistan	Lahore	1
HG02496	ACB	African-Caribbean	AFR	African	1kG	13.18145428	-59.559797	Barbados				0
HG02497	ACB	African-Caribbean	AFR	African	1kG	13.18145428	-59.559797	Barbados				0
HG02501	ACB	African-Caribbean	AFR	African	1kG	13.18145428	-59.559797	Barbados				0
HG02502	ACB	African-Caribbean	AFR	African	1kG	13.18145428	-59.559797	Barbados				0
HG02505	ACB	African-Caribbean	AFR	African	1kG	13.18145428	-59.559797	Barbados				0
HG02508	ACB	African-Caribbean	AFR	African	1kG	13.18145428	-59.559797	Barbados				0
HG02511	ACB	African-Caribbean	AFR	African	1kG	13.18145428	-59.559797	Barbados				0
HG02512	KHV	Kinh Vietnamese	EAS	East Asian	1kG	10.8	106.65	"Ho Chi Minh City, Vietnam"				1
HG02513	KHV	Kinh Vietnamese	EAS	East Asian	1kG	10.8	106.65	"Ho Chi Minh City, Vietnam"				1
HG02521	KHV	Kinh Vietnamese	EAS	East Asian	1kG	10.8	106.65	"Ho Chi Minh City, Vietnam"				1
HG02522	KHV	Kinh Vietnamese	EAS	East Asian	1kG	10.8	106.65	"Ho Chi Minh City, Vietnam"				1
HG02536	ACB	African-Caribbean	AFR	African	1kG	13.18145428	-59.559797	Barbados				0
HG02537	ACB	African-Caribbean	AFR	African	1kG	13.18145428	-59.559797	Barbados				0
HG02541	ACB	African-Caribbean	AFR	African	1kG	13.18145428	-59.559797	Barbados				0
HG02545	ACB	African-Caribbean	AFR	African	1kG	13.18145428	-59.559797	Barbados				0
HG02546	ACB	African-Caribbean	AFR	African	1kG	13.18145428	-59.559797	Barbados				0
HG02549	ACB	African-Caribbean	AFR	African	1kG	13.18145428	-59.559797	Barbados				0
HG02554	ACB	African-Caribbean	AFR	African	1kG	13.18145428	-59.559797	Barbados				0
HG02555	ACB	African-Caribbean	AFR	African	1kG	13.18145428	-59.559797	Barbados				0
HG02557	ACB	African-Caribbean	AFR	African	1kG	13.18145428	-59.559797	Barbados				0
HG02558	ACB	African-Caribbean	AFR	African	1kG	13.18145428	-59.559797	Barbados				0
HG02561	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02562	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02568	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02570	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02571	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02573	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02574	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia		Gambia	Western District	1
HG02577	ACB	African-Caribbean	AFR	African	1kG	13.18145428	-59.559797	Barbados				0
HG02580	ACB	African-Caribbean	AFR	African	1kG	13.18145428	-59.559797	Barbados				0
HG02582	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02583	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02585	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02586	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02588	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02589	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02594	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02595	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02597	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG02600	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG02601	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG02603	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG02604	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG02610	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02611	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02613	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02614	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02620	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02621	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02623	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02624	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02628	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02629	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02634	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02635	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02642	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02643	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02645	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02646	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02648	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG02649	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG02651	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG02652	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG02654	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG02655	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG02657	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG02658	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG02660	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG02661	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG02666	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02667	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02675	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02676	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02678	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02679	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02681	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG02682	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG02684	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG02685	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG02687	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG02688	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG02690	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG02691	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG02694	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG02696	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG02697	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG02699	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG02700	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG02702	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02703	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02715	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02716	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02721	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02722	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02724	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"	LP6005592-DNA_B04	Pakistan	Lahore	1
HG02725	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG02727	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG02728	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG02731	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG02733	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG02734	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG02736	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG02737	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG02756	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02757	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02759	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02760	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02763	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02768	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02769	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02771	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02772	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02774	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG02775	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG02778	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG02780	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG02783	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"		Pakistan	Lahore	1
HG02784	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG02786	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG02787	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG02789	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG02790	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"		Pakistan	Lahore	1
HG02792	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG02793	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG02798	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02799	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02804	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02805	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02807	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02808	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02810	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02811	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02813	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02814	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02816	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02817	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02819	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02820	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02836	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02837	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02839	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02840	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02851	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02852	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02854	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02855	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02860	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02861	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02870	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02878	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02879	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02881	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02882	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02884	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02885	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02887	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02888	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02890	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02891	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02895	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02896	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02922	ESN	Esan	AFR	African	1kG	8.08943895	9.59411452	Nigeria				1
HG02923	ESN	Esan	AFR	African	1kG	8.08943895	9.59411452	Nigeria				1
HG02938	ESN	Esan	AFR	African	1kG	8.08943895	9.59411452	Nigeria				1
HG02941	ESN	Esan	AFR	African	1kG	8.08943895	9.59411452	Nigeria				1
HG02943	ESN	Esan	AFR	African	1kG	8.08943895	9.59411452	Nigeria	LP6005442-DNA_B10	Nigeria		1
HG02944	ESN	Esan	AFR	African	1kG	8.08943895	9.59411452	Nigeria				1
HG02946	ESN	Esan	AFR	African	1kG	8.08943895	9.59411452	Nigeria				1
HG02947	ESN	Esan	AFR	African	1kG	8.08943895	9.59411452	Nigeria				1
HG02952	ESN	Esan	AFR	African	1kG	8.08943895	9.59411452	Nigeria				1
HG02953	ESN	Esan	AFR	African	1kG	8.08943895	9.59411452	Nigeria				1
HG02968	ESN	Esan	AFR	African	1kG	8.08943895	9.59411452	Nigeria				1
HG02970	ESN	Esan	AFR	African	1kG	8.08943895	9.59411452	Nigeria				1
HG02971	ESN	Esan	AFR	African	1kG	8.08943895	9.59411452	Nigeria				1
HG02973	ESN	Esan	AFR	African	1kG	8.08943895	9.59411452	Nigeria				1
HG02974	ESN	Esan	AFR	African	1kG	8.08943895	9.59411452	Nigeria				1
HG02976	ESN	Esan	AFR	African	1kG	8.08943895	9.59411452	Nigeria				1
HG02977	ESN	Esan	AFR	African	1kG	8.08943895	9.59411452	Nigeria				1
HG02979	ESN	Esan	AFR	African	1kG	8.08943895	9.59411452	Nigeria				1
HG02981	ESN	Esan	AFR	African	1kG	8.08943895	9.59411452	Nigeria				1
HG02982	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG02983	GWD	Gambian Mandinka	AFR	African	1kG	13.25	-16.316667	Western Division of Gambia				1
HG03006	BEB	Bengali	SAS	South Asian	1kG	90.23812743	23.86731158	Bangladesh	LP6005442-DNA_G09	Bangladesh		1
HG03007	BEB	Bengali	SAS	South Asian	1kG	90.23812743	23.86731158	Bangladesh	LP6005442-DNA_H09	Bangladesh		1
HG03009	BEB	Bengali	SAS	South Asian	1kG	90.23812743	23.86731158	Bangladesh				1
HG03012	BEB	Bengali	SAS	South Asian	1kG	90.23812743	23.86731158	Bangladesh				1
HG03015	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG03016	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
